http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&sortType%3Ddesc_p_Publication_Year%26queryText%3DHigh+Performance+Computing%2C+Networking%2C+Storage+And+Analysis+.LB.SC.RB.,4/24/17 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
[Copyright notice],,,"SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,iv,iv,Presents the copyright for this conference publication.,2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.3,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012185,,,,,,0,,,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
"Exploring Automatic, Online Failure Recovery for Scientific Applications at Extreme Scales",M. Gamell; D. S. Katz; H. Kolla; J. Chen; S. Klasky; M. Parashar,"NSF Cloud & Autonomic Comput. Center, Rutgers Univ., Piscataway, NJ, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,895,906,"Application resilience is a key challenge that must be addressed in order to realize the exascale vision. Process/node failures, an important class of failures, are typically handled today by terminating the job and restarting it from the last stored checkpoint. This approach is not expected to scale to exascale. In this paper we present Fenix, a framework for enabling recovery from process/node/blade/cabinet failures for MPI-based parallel applications in an online (i.e., Without disrupting the job) and transparent manner. Fenix provides mechanisms for transparently capturing failures, re-spawning new processes, fixing failed communicators, restoring application state, and returning execution control back to the application. To enable automatic data recovery, Fenix relies on application-driven, diskless, implicitly coordinated check pointing. Using the S3D combustion simulation running on the Titan Cray-XK7 production system at ORNL, we experimentally demonstrate Felix's ability to tolerate high failure rates (e.g., More than one per minute) with low overhead while sustaining performance.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.78,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013060,,Checkpointing;Combustion;Fault tolerance;Fault tolerant systems;Peer-to-peer computing;Runtime;Synchronization,application program interfaces;checkpointing;parallel processing,Fenix;MPI-based parallel application;S3D combustion simulation;application resilience;automatic data recovery;check pointing;exascale vision;extreme scales;node failures;online failure recovery;process-node-blade-cabinet failure;scientific application,,4,,59,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Quantitatively Modeling Application Resilience with the Data Vulnerability Factor,L. Yu; D. Li; S. Mittal; J. S. Vetter,"Illinois Inst. of Technol., Chicago, IL, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,695,706,"Recent strategies to improve the observable resilience of applications require the ability to classify vulnerabilities of individual components (e.g., Data structures, instructions) of an application, and then, selectively apply protection mechanisms to its critical components. To facilitate this vulnerability classification, it is important to have accurate, quantitative techniques that can be applied uniformly and automatically across real-world applications. Traditional methods cannot effectively quantify vulnerability, because they lack a holistic view to examine system resilience, and come with prohibitive evaluation costs. In this paper, we introduce a data-driven, practical methodology to analyze these application vulnerabilities using a novel resilience metric: the data vulnerability factor (DVF). DVF integrates knowledge from both the application and target hardware into the calculation. To calculate DVF, we extend a performance modeling language to provide a structured, fast modeling solution. We evaluate our methodology on six representative computational kernels, we demonstrate the significance of DVF by quantifying the impact of algorithm optimization on vulnerability, and by quantifying the effectiveness of specific hardware protection mechanisms.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.62,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013044,,Algorithm design and analysis;Analytical models;Computational modeling;Data models;Data structures;Hardware;Resilience,data protection;pattern classification;safety-critical software;software fault tolerance,DVF;application resilience modelling;data vulnerability factor;protection mechanism;representative computational kernel;vulnerability classification,,7,,41,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Faster Parallel Traversal of Scale Free Graphs at Extreme Scale with Vertex Delegates,R. Pearce; M. Gokhale; N. M. Amato,"Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., Livermore, CA, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,549,559,"At extreme scale, irregularities in the structure of scale-free graphs such as social network graphs limit our ability to analyze these important and growing datasets. A key challenge is the presence of high-degree vertices (hubs), that leads to parallel workload and storage imbalances. The imbalances occur because existing partitioning techniques are not able to effectively partition high-degree vertices. We present techniques to distribute storage, computation, and communication of hubs for extreme scale graphs in distributed memory supercomputers. To balance the hub processing workload, we distribute hub data structures and related computation among a set of delegates. The delegates coordinate using highly optimized, yet portable, asynchronous broadcast and reduction operations. We demonstrate scalability of our new algorithmic technique using Breadth-First Search (BFS), Single Source Shortest Path (SSSP), K-Core Decomposition, and Page-Rank on synthetically generated scale-free graphs. Our results show excellent scalability on large scale-free graphs up to 131K cores of the IBM BG/P, and outperform the best known Graph500 performance on BG/P Intrepid by 15%.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.50,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013032,,Algorithm design and analysis;Benchmark testing;Computational modeling;Data structures;Partitioning algorithms;Scalability;Supercomputers,data structures;distributed memory systems;graph theory;parallel machines;tree searching,BFS;IBM BG-P;Page-Rank;SSSP;asynchronous broadcast operations;breadth-first search;distributed memory supercomputers;extreme scale graphs;high-degree vertices;hub data structures;k-core decomposition;parallel workload;scale free graph parallel traversal;single source shortest path;social network graphs;storage imbalances,,6,,27,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Domain Decomposition Preconditioners for Communication-Avoiding Krylov Methods on a Hybrid CPU/GPU Cluster,I. Yamazaki; S. Rajamanickam; E. G. Boman; M. Hoemmen; M. A. Heroux; S. Tomov,"Univ. of Tennessee, Knoxville, TN, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,933,944,"Krylov subspace projection methods are widely used iterative methods for solving large-scale linear systems of equations. Researchers have demonstrated that communication avoiding (CA) techniques can improve Krylov methods' performance on modern computers, where communication is becoming increasingly expensive compared to arithmetic operations. In this paper, we extend these studies by two major contributions. First, we present our implementation of a CA variant of the Generalized Minimum Residual (GMRES) method, called CAGMRES, for solving no symmetric linear systems of equations on a hybrid CPU/GPU cluster. Our performance results on up to 120 GPUs show that CA-GMRES gives a speedup of up to 2.5x in total solution time over standard GMRES on a hybrid cluster with twelve Intel Xeon CPUs and three Nvidia Fermi GPUs on each node. We then outline a domain decomposition framework to introduce a family of preconditioners that are suitable for CA Krylov methods. Our preconditioners do not incur any additional communication and allow the easy reuse of existing algorithms and software for the sub domain solves. Experimental results on the hybrid CPU/GPU cluster demonstrate that CA-GMRES with preconditioning achieve a speedup of up to 7.4x over CAGMRES without preconditioning, and speedup of up to 1.7x over GMRES with preconditioning in total solution time. These results confirm the potential of our framework to develop a practical and effective preconditioned CA Krylov method.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.81,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013063,,Central Processing Unit;Graphics processing units;Jacobian matrices;Kernel;Linear systems;Sparse matrices;Vectors,graphics processing units;iterative methods;mathematics computing,CA techniques;CAGMRES;Intel Xeon CPU;Krylov subspace projection methods;Nvidia Fermi GPU;communication-avoiding Krylov method;domain decomposition preconditioners;generalized minimum residual method;hybrid CPU-GPU cluster;iterative methods;large-scale linear systems of equations,,2,,19,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
High-Productivity Framework on GPU-Rich Supercomputers for Operational Weather Prediction Code ASUCA,T. Shimokawabe; T. Aoki; N. Onodera,"Tokyo Inst. of Technol., Tokyo, Japan","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,251,261,"The weather prediction code demands large computational performance to achieve fast and high-resolution simulations. Skillful programming techniques are required for obtaining good parallel efficiency on GPU supercomputers. Our framework-based weather prediction code ASUCA has achieved good scalability with hiding complicated implementation and optimizations required for distributed GPUs, contributing to increasing the maintainability, ASUCA is a next-generation high resolution meso-scale atmospheric model being developed by the Japan Meteorological Agency. Our framework automatically translates user-written stencil functions that update grid points and generates both GPU and CPU codes. User-written codes are parallelized by MPI with intra-node GPU peer-to-peer direct access. These codes can easily utilize optimizations such as overlapping technique to hide communication overhead by computation. Our simulations on the GPU-rich supercomputer TSUBAME 2.5 at the Tokyo Institute of Technology have demonstrated good strong and weak scalability achieving 209.6 TFlops in single precision for our largest model using 4,108 NVIDIA K20X GPUs.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.26,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013008,,Atmospheric modeling;Computational modeling;Graphics processing units;Mathematical model;Numerical models;Programming;Weather forecasting,application program interfaces;geophysics computing;graphics processing units;mainframes;message passing;parallel machines;peer-to-peer computing,CPU codes;GPU codes;GPU-rich supercomputer TSUBAME 2.5;Japan Meteorological Agency;MPI;NVIDIA K20X GPU;Tokyo Institute of Technology;high-productivity framework;intranode GPU peer-to-peer direct access;next-generation high resolution meso-scale atmospheric model;operational weather prediction code ASUCA;parallel efficiency;skillful programming techniques;user-written codes,,2,,26,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Best Practices and Lessons Learned from Deploying and Operating Large-Scale Data-Centric Parallel File Systems,S. Oral; J. Simmons; J. Hill; D. Leverman; F. Wang; M. Ezell; R. Miller; D. Fuller; R. Gunasekaran; Y. Kim; S. Gupta; D. T. S. S. Vazhkudai; J. H. Rogers; D. Dillow; G. M. Shipman; A. S. Bland,"Oak Ridge Leadership Comput. Facility, Oak Ridge Nat. Lab., Oak Ridge, TN, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,217,228,"The Oak Ridge Leadership Computing Facility (OLCF) has deployed multiple large-scale parallel file systems (PFS) to support its operations. During this process, OLCF acquired significant expertise in large-scale storage system design, file system software development, technology evaluation, benchmarking, procurement, deployment, and operational practices. Based on the lessons learned from each new PFS deployment, OLCF improved its operating procedures, and strategies. This paper provides an account of our experience and lessons learned in acquiring, deploying, and operating large-scale parallel file systems. We believe that these lessons will be useful to the wider HPC community.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.23,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013005,,Bandwidth;Benchmark testing;Computational modeling;Data models;Procurement;Servers;System performance,parallel processing;software engineering;storage management,HPC;PFS;data-centric parallel file system;file system software development;storage system design;technology evaluation,,3,,35,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
[Title page iii],,,"SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,iii,iii,Presents the title page of the proceedings record.,2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.2,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012184,,,,,,0,,,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Finding Constant from Change: Revisiting Network Performance Aware Optimizations on IaaS Clouds,Y. Gong; B. He; D. Li,"Interdiscipl. Grad. Sch., Nanyang Technol. Univ., Singapore, Singapore","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,982,993,"Network performance aware optimizations have long been an effective approach to optimizing distributed applications on traditional network environments. However, the assumptions of network topology or direct use of several measurements of pair-wise network performance for optimizations are no longer valid on IaaS clouds. Virtualization hides network topology from users, and direct use of network performance measurements may not represent long-term performance. To enable existing network performance aware optimizations on IaaS clouds, we propose to decouple constant component from dynamic network performance while minimizing the difference by a mathematical method called RPCA (Robust Principal Component Analysis). We use the constant component to guide network performance aware optimizations and demonstrate the efficiency of our approach by adopting network aware optimizations for collective communications of MPI and generic topology mapping as well as two real-world applications, N-body and conjugate gradient (CG). Our experiments on Amazon EC2 and simulations demonstrate significant performance improvement on guiding the optimizations.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.85,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013067,Cloud Computing;Network Performance Aware Optimization;RPCA,Bandwidth;Knowledge engineering;Network topology;Optimization;Sparse matrices;Topology;Virtual machining,application program interfaces;cloud computing;conjugate gradient methods;message passing;principal component analysis;virtualisation,Amazon EC2;CG;IaaS clouds;MPI;N-body;RPCA;collective communications;conjugate gradient;constant component;distributed application optimization;dynamic network performance;generic topology mapping;mathematical method;network performance aware optimizations;network topology;pair-wise network performance measurements;robust principal component analysis;virtualization,,1,,44,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Understanding the Effects of Communication and Coordination on Checkpointing at Scale,K. B. Ferreira; P. Widener; S. Levy; D. Arnold; T. Hoefler,"Scalable Syst. Software, Sandia Nat. Labs., Albuquerque, NM, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,883,894,"Fault-tolerance poses a major challenge for future large-scale systems. Active research into coordinated, uncoordinated, and hybrid check pointing systems has explored how the introduction of asynchrony can address anticipated scalability issues. However, few insights into selection and tuning of these protocols for applications at scale have emerged. In this paper, we use a simulation-based approach to show that local checkpoint activity in resilience mechanisms can significantly affect the performance of key workloads, even when less than 1% of a local node's compute time is allocated to resilience mechanisms (a very generous assumption). Specifically, we show that even though much work on uncoordinated check pointing has focused on optimizing message log volumes, local check pointing activity may dominate the overheads of this technique at scale. Our study shows that local checkpoints lead to process delays that can propagate through messaging relations to other processes causing a cascading series of delays. We demonstrate how to tune hierarchical uncoordinated check pointing protocols designed to reduce log volumes to significantly reduce these synchronization overheads at scale. Our work provides a critical analysis and comparison of coordinated and uncoordinated check pointing and enables users and system administrators to fine-tune the check pointing scheme to the application and system characteristics.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.77,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013059,,Checkpointing;Computational modeling;Delays;Mathematical model;Protocols;Resilience;Synchronization,checkpointing;fault tolerant computing;synchronisation,anticipated scalability issues;communication effects;coordination effects;critical analysis;fault-tolerance;hierarchical uncoordinated checkpointing protocols;hybrid checkpointing systems;large-scale systems;local checkpoint activity;local node compute time;message log volume optimization;process delays;resilience mechanisms;simulation-based approach;synchronization overheads;system administrators,,1,,41,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Practical Symbolic Race Checking of GPU Programs,P. Li; G. Li; G. Gopalakrishnan,"Sch. of Comput., Univ. of Utah, Salt Lake City, UT, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,179,190,"Even the careful GPU programmer can inadvertently introduce data races while writing and optimizing code. Currently available GPU race checking methods fall short either in terms of their formal guarantees, ease of use, or practicality. Existing symbolic methods: (1) do not fully support existing CUDA kernels, (2) may require user-specified assertions or invariants, (3) often require users to guess which inputs may be safely made concrete, (4) tend to explode in complexity when the number of threads is increased, and (5) explode in the face of thread-ID based decisions, especially in a loop. We present SESA, a new tool combining Symbolic Execution and Static Analysis to analyze C++ CUDA programs that overcomes all these limitations. SESA also scales well to handle non-trivial benchmarks such as Parboil and Lonestar, and is the only tool of its class that handles such practical examples. This paper presents SESA's methodological innovations and practical results.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.20,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013002,CUDA;Data Flow Analsis;Formal Verification;GPU;Parallelism;Symbolic Execution;Taint Analysis;Virtual Machine,Concrete;Graphics processing units;History;Indexes;Instruction sets;Kernel;Schedules,C++ language;graphics processing units;parallel architectures;program diagnostics,C++ CUDA program;CUDA kernel;GPU program;Lonestar;Parboil;SESA;static analysis;symbolic execution;symbolic race checking;thread-ID based decision,,5,,27,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Fence Scoping,C. Lin; V. Nagarajan; R. Gupta,"CSE Dept., Univ. of California, Riverside, Riverside, CA, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,105,116,"We observe that fence instructions used by programmers are usually only intended to order memory accesses within a limited scope. Based on this observation, we propose the concept fence scope which defines the scope within which a fence enforces the order of memory accesses, called scoped fence (S-Fence). S-Fence is a customizable fence, which enables programmers to express ordering demands by specifying the scope of fences when they only want to order part of memory accesses. At runtime, hardware uses the scope information conveyed by programmers to execute fence instructions in a manner that imposes fewer memory ordering constraints than a traditional fence, and hence improves program performance. Our experimental results show that the benefit of S-Fence hinges on the characteristics of applications and hardware parameters. A group of lock-free algorithms achieve peak speedups ranging from 1.13x to 1.34x, while full applications achieve speedups ranging from 1.04x to 1.23x.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.14,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012996,Fence instructions;Memory models;Scope,Buffer storage;Frequency selective surfaces;Hardware;Memory management;Program processors;Programming;Semantics,program control structures;program diagnostics;software performance evaluation,S-Fence;customizable fence;fence instructions;fence scoping;lock-free algorithms;memory accesses;program performance;scope information,,2,,43,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Scaling the Power Wall: A Path to Exascale,O. Villa; D. R. Johnson; M. Oconnor; E. Bolotin; D. Nellans; J. Luitjens; N. Sakharnykh; P. Wang; P. Micikevicius; A. Scudiero; S. W. Keckler; W. J. Dally,,"SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,830,841,"Modern scientific discovery is driven by an insatiable demand for computing performance. The HPC community is targeting development of supercomputers able to sustain 1 ExaFlops by the year 2020 and power consumption is the primary obstacle to achieving this goal. A combination of architectural improvements, circuit design, and manufacturing technologies must provide over a 20Ã— improvement in energy efficiency. In this paper, we present some of the progress NVIDIA Research is making toward the design of Exascale systems by tailoring features to address the scaling challenges of performance and energy efficiency. We evaluate several architectural concepts for a set of HPC applications demonstrating expected energy efficiency improvements resulting from circuit and packaging innovations such as low-voltage SRAM, low-energy signalling, and on-package memory. Finally, we discuss the scaling of these features with respect to future process technologies and provide power and performance projections for our Exascale research architecture.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.73,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013055,,Bandwidth;Computer architecture;Graphics processing units;Instruction sets;Kernel;Registers;Supercomputers,multiprocessing systems;parallel machines;performance evaluation;power aware computing,ExaFlops;HPC application;energy efficiency improvement;exascale system;performance projection;supercomputer development,,9,,43,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
24.77 Pflops on a Gravitational Tree-Code to Simulate the Milky Way Galaxy with 18600 GPUs,J. BÃ©dorf; E. Gaburov; M. S. Fujii; K. Nitadori; T. Ishiyama; S. Portegies Zwart,,"SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,54,65,"We have simulated, for the first time, the long term evolution of the Milky Way Galaxy using 51 billion particles on the Swiss Piz Daint supercomputer with our N-body gravitational tree-code Bonsai. Herein, we describe the scientific motivation and numerical algorithms. The Milky Way model was simulated for 6 billion years, during which the bar structure and spiral arms were fully formed. This improves upon previous simulations by using 1000 times more particles, and provides a wealth of new data that can be directly compared with observations. We also report the scalability on both the Swiss Piz Daint and the US ORNL Titan. On Piz Daint the parallel efficiency of Bonsai was above 95%. The highest performance was achieved with a 242 billion particle Milky Way model using 18600 GPUs on Titan, thereby reaching a sustained GPU and application performance of 33.49 Pflops and 24.77 Pflops respectively.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.10,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012192,Submitted in the categories: Scalability;Time-to-solution and Peak performance,Computational modeling;Graphics processing units;Gravity;Instruction sets;Supercomputers,Galaxy;N-body simulations (astronomical);graphics processing units;gravitation;parallel machines;tree codes,GPU;Milky Way Galaxy model;Milky Way Galaxy simulation;N-body gravitational tree-code Bonsai;Swiss Piz Daint supercomputer;US ORNL Titan;bar structure;graphics processing unit;long term evolution;numerical algorithms;parallel efficiency;scientific motivation;spiral arms,,6,,58,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
Optimized Scheduling Strategies for Hybrid Density Functional theory Electronic Structure Calculations,W. Dawson; F. Gygi,"Dept. of Comput. Sci., Univ. of California Davis, Davis, CA, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,685,692,"Hybrid Density Functional Theory (DFT) has recently gained popularity as an accurate model of electronic interactions in chemistry and materials science applications. The most computationally expensive part of hybrid DFT simulations is the calculation of exchange integrals between pairs of electrons. We present strategies to achieve improved load balancing and scalability for the parallel computation of these integrals. First, we develop a cost model for the calculation, and utilize random search algorithms to optimize the data distribution and calculation schedule. Second, we further improve performance using partial data-replication to increase data availability across cores. We demonstrate these improvements using an implementation in the Qbox Density Functional Theory code on the Mira Blue Gene/Q computer at Argonne National Laboratory. We perform calculations in the range of 8k to 128k cores on two representative simulation samples from materials science and chemistry applications: liquid water and a metal-water interface.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.61,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013043,,Computational modeling;Discrete Fourier transforms;Load management;Optimal scheduling;Processor scheduling;Schedules,chemistry computing;density functional theory;molecular electronic states;parallel machines;resource allocation;scheduling;search problems,Argonne National Laboratory;Mira Blue Gene/Q computer;Qbox density functional theory code;calculation schedule;chemistry;data availability;data distribution;electronic interaction;exchange integral;hybrid DFT simulation;hybrid density functional theory electronic structure calculation;liquid water;load balancing;load scalability;materials science application;metal-water interface;optimized scheduling strategy;parallel computation;partial data-replication;random search algorithm;representative simulation,,0,,31,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
"The DRIHM Project: A Flexible Approach to Integrate HPC, Grid and Cloud Resources for Hydro-Meteorological Research",D. DÃ¡gostino; A. Clematis; A. Galizia; A. Quarati; E. Danovaro; L. Roverelli; G. Zereik; D. KranzlmÃ_ller; M. Schiffers; N. G. Felde; C. Straube; O. Caumontz; E. Richard; L. Garrote; Q. Harphamk; H. R. A. Jagers; V. Dimitrijevic; L. Dekic; E. Fiorizz; F. Delogu; A. Parodi,"Inst. of Appl. Math. & Inf. Technol., Italy","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,536,546,"The distributed research infrastructure for hydrometeorology (DRIHM) project focuses on the development of an e-Science infrastructure to provide end-to-end hydro meteorological research (HMR) services (models, data, and post processing tools) by exploiting HPC, Grid and Cloud facilities. In particular, the DRIHM infrastructure supports the execution and analysis of high-resolution simulations through the definition of workflows composed by heterogeneous HMR models in a scalable and interoperable way, while hiding all the low level complexities. This contribution gives insights into best practices adopted to satisfy the requirements of an emerging multidisciplinary scientific community composed of earth and atmospheric scientists. To this end, DRIHM supplies innovative services leveraging high performance and distributed computing resources. Hydro meteorological requirements shape this IT infrastructure through an iterative ""learning-by-doing"" approach that permits tight interactions between the application community and computer scientists, leading to the development of a flexible, extensible, and interoperable framework.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.49,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013031,,Atmospheric modeling;Biological system modeling;Computational modeling;Data models;Forecasting;Meteorology;Predictive models,cloud computing;geophysics computing;grid computing;hydrology;meteorology;parallel processing,DRIHM project;HPC;cloud resources;distributed computing resources;distributed research infrastructure for hydrometeorology project;e-science infrastructure;grid resources;heterogeneous HMR models;high performance computing resources;hydrometeorological research;iterative learning-by-doing approach,,3,,49,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
RAHTM: Routing Algorithm Aware Hierarchical Task Mapping,A. H. Abdel-Gawad; M. Thottethodi; A. Bhatele,"Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA","SC '14: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20150119,2014,,,325,335,"The mapping of MPI processes to compute nodes on a supercomputer can have a significant impact on communication performance. For high performance computing (HPC) applications with iterative communication, rich offline analysis of such communication can improve performance by optimizing the mapping. Unfortunately, current practices for at-scale HPC consider only the communication graph and network topology in solving this problem. We propose Routing Algorithm aware Hierarchical Task Mapping (RAHTM) which leverages the knowledge of the routing algorithm to improve task mapping. RAHTM achieves high quality mappings by combining (1) a divide-and-conquer strategy to achieve scalability, (2) a limited search of mappings, and (3) a linear programming based routing-aware approach to evaluate possible mappings in the search space. RAHTM achieves 20% reduction in the communication time and 9% reduction in the overall execution time for three communication-heavy benchmarks scaled up to 16,384 processes on a Blue Gene/Q platform.",2167-4329;21674329,Electronic:978-1-4799-5500-8; POD:978-1-4799-5501-5,10.1109/SC.2014.32,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013014,divide-and-conquer;linear programming;routing;task mapping;torus,Algorithm design and analysis;Bandwidth;Benchmark testing;Measurement;Network topology;Routing;Topology,divide and conquer methods;graph theory;parallel processing,Blue Gene/Q platform;HPC applications;MPI process mapping;RAHTM;communication graph;communication performance;communication-heavy benchmarks;divide-and-conquer strategy;high performance computing applications;iterative communication;linear programming;mapping optimization;network topology;offline analysis;performance improvement;routing algorithm aware hierarchical task mapping;supercomputer,,3,,21,,,16-21 Nov. 2014,,IEEE,IEEE Conference Publications
